Geo,Year,CarSvcLevel
356,2045,Low
357,2045,Low
358,2045,Low
359,2045,Low
360,2045,Low
361,2045,Low
362,2045,Low
363,2045,Low
364,2045,Low
365,2045,Low
366,2045,Low
367,2045,Low
368,2045,Low
369,2045,Low
370,2045,Low
371,2045,Low
372,2045,Low
373,2045,Low
374,2045,Low
375,2045,Low
376,2045,Low
377,2045,Low
378,2045,Low
379,2045,Low
380,2045,Low
381,2045,Low
382,2045,Low
383,2045,Low
384,2045,Low
385,2045,Low
386,2045,Low
387,2045,Low
388,2045,Low
389,2045,Low
390,2045,Low
391,2045,Low
392,2045,Low
393,2045,Low
394,2045,Low
395,2045,Low
396,2045,Low
397,2045,Low
398,2045,Low
399,2045,Low
400,2045,Low
401,2045,Low
402,2045,Low
403,2045,Low
404,2045,Low
405,2045,Low
406,2045,Low
407,2045,Low
408,2045,Low
409,2045,Low
410,2045,Low
411,2045,Low
412,2045,Low
413,2045,Low
414,2045,Low
415,2045,Low
416,2045,Low
417,2045,Low
418,2045,Low
419,2045,Low
420,2045,Low
421,2045,Low
422,2045,Low
423,2045,Low
424,2045,Low
425,2045,Low
426,2045,Low
427,2045,Low
428,2045,Low
429,2045,Low
430,2045,Low
431,2045,Low
432,2045,Low
433,2045,Low
434,2045,Low
435,2045,Low
436,2045,Low
437,2045,Low
438,2045,Low
439,2045,Low
440,2045,Low
441,2045,Low
442,2045,Low
443,2045,Low
444,2045,Low
445,2045,Low
446,2045,Low
447,2045,Low
448,2045,High
449,2045,Low
450,2045,High
451,2045,High
452,2045,High
453,2045,High
454,2045,Low
455,2045,Low
456,2045,Low
457,2045,Low
458,2045,Low
459,2045,Low
1,2050,High
2,2050,High
3,2050,High
4,2050,High
5,2050,High
6,2050,High
7,2050,High
8,2050,High
9,2050,High
10,2050,High
11,2050,High
12,2050,High
13,2050,High
14,2050,High
15,2050,High
16,2050,High
17,2050,High
18,2050,High
19,2050,High
20,2050,High
21,2050,High
22,2050,High
23,2050,High
24,2050,High
25,2050,High
26,2050,High
27,2050,High
28,2050,High
29,2050,High
30,2050,High
31,2050,High
32,2050,High
33,2050,High
34,2050,High
35,2050,High
36,2050,High
37,2050,High
38,2050,High
39,2050,High
40,2050,High
41,2050,High
42,2050,High
43,2050,High
44,2050,High
45,2050,High
46,2050,High
47,2050,High
48,2050,High
49,2050,High
50,2050,High
51,2050,High
52,2050,High
53,2050,High
54,2050,High
55,2050,High
56,2050,High
57,2050,High
58,2050,High
59,2050,High
60,2050,High
61,2050,High
62,2050,High
63,2050,High
64,2050,High
65,2050,High
66,2050,High
67,2050,High
68,2050,High
69,2050,High
70,2050,High
71,2050,High
72,2050,High
73,2050,Low
74,2050,High
75,2050,Low
76,2050,Low
77,2050,High
78,2050,High
79,2050,High
80,2050,High
81,2050,High
82,2050,High
83,2050,High
84,2050,High
85,2050,High
86,2050,Low
87,2050,High
88,2050,High
89,2050,Low
90,2050,Low
91,2050,High
92,2050,Low
93,2050,Low
94,2050,Low
95,2050,Low
96,2050,Low
97,2050,Low
98,2050,Low
99,2050,Low
100,2050,Low
101,2050,Low
102,2050,Low
103,2050,Low
104,2050,Low
105,2050,Low
106,2050,Low
107,2050,Low
108,2050,Low
109,2050,Low
110,2050,Low
111,2050,Low
112,2050,Low
113,2050,Low
114,2050,High
115,2050,Low
116,2050,High
117,2050,High
118,2050,High
119,2050,High
120,2050,High
121,2050,Low
122,2050,Low
123,2050,Low
124,2050,Low
125,2050,High
126,2050,High
127,2050,High
128,2050,Low
129,2050,Low
130,2050,Low
131,2050,Low
132,2050,Low
133,2050,Low
134,2050,Low
135,2050,Low
136,2050,Low
137,2050,Low
138,2050,Low
139,2050,Low
140,2050,Low
141,2050,Low
142,2050,Low
143,2050,Low
144,2050,Low
145,2050,Low
146,2050,Low
147,2050,Low
148,2050,Low
149,2050,Low
150,2050,Low
151,2050,Low
152,2050,Low
153,2050,Low
154,2050,Low
155,2050,Low
156,2050,Low
157,2050,Low
158,2050,Low
159,2050,Low
160,2050,Low
161,2050,Low
162,2050,Low
163,2050,Low
164,2050,Low
165,2050,Low
166,2050,Low
167,2050,Low
168,2050,Low
169,2050,Low
170,2050,High
171,2050,Low
172,2050,Low
173,2050,Low
174,2050,Low
175,2050,Low
176,2050,Low
177,2050,Low
178,2050,Low
179,2050,Low
180,2050,Low
181,2050,Low
182,2050,Low
183,2050,Low
184,2050,Low
185,2050,Low
186,2050,Low
187,2050,Low
188,2050,Low
189,2050,Low
190,2050,Low
191,2050,Low
192,2050,Low
193,2050,Low
194,2050,Low
195,2050,Low
196,2050,Low
197,2050,Low
198,2050,Low
199,2050,Low
200,2050,Low
201,2050,Low
202,2050,Low
203,2050,Low
204,2050,Low
205,2050,Low
206,2050,Low
207,2050,Low
208,2050,Low
209,2050,Low
210,2050,Low
211,2050,Low
212,2050,Low
213,2050,Low
214,2050,Low
215,2050,Low
216,2050,Low
217,2050,Low
218,2050,Low
219,2050,Low
220,2050,Low
221,2050,Low
222,2050,Low
223,2050,Low
224,2050,Low
225,2050,Low
226,2050,Low
227,2050,Low
228,2050,Low
229,2050,Low
230,2050,Low
231,2050,Low
232,2050,Low
233,2050,Low
234,2050,Low
235,2050,Low
236,2050,Low
237,2050,Low
238,2050,Low
239,2050,Low
240,2050,Low
241,2050,Low
242,2050,Low
243,2050,Low
244,2050,Low
245,2050,Low
246,2050,Low
247,2050,Low
248,2050,Low
249,2050,Low
250,2050,Low
251,2050,Low
252,2050,Low
253,2050,Low
254,2050,Low
255,2050,Low
256,2050,Low
257,2050,Low
258,2050,Low
259,2050,Low
260,2050,Low
261,2050,Low
262,2050,Low
263,2050,Low
264,2050,Low
265,2050,Low
266,2050,Low
267,2050,Low
268,2050,Low
269,2050,Low
270,2050,Low
271,2050,Low
272,2050,Low
273,2050,Low
274,2050,Low
275,2050,Low
276,2050,Low
277,2050,Low
278,2050,Low
279,2050,Low
280,2050,Low
281,2050,Low
282,2050,Low
283,2050,Low
284,2050,Low
285,2050,Low
286,2050,Low
287,2050,Low
288,2050,Low
289,2050,Low
290,2050,Low
291,2050,Low
292,2050,Low
293,2050,Low
294,2050,Low
295,2050,Low
296,2050,Low
297,2050,Low
298,2050,Low
299,2050,Low
300,2050,Low
301,2050,Low
302,2050,Low
303,2050,Low
304,2050,Low
305,2050,Low
306,2050,Low
307,2050,Low
308,2050,Low
309,2050,Low
310,2050,Low
311,2050,Low
312,2050,Low
313,2050,Low
314,2050,Low
315,2050,Low
316,2050,Low
317,2050,Low
318,2050,Low
319,2050,Low
320,2050,Low
321,2050,Low
322,2050,Low
323,2050,Low
324,2050,Low
325,2050,Low
326,2050,Low
327,2050,Low
328,2050,Low
329,2050,Low
330,2050,Low
331,2050,Low
332,2050,Low
333,2050,Low
334,2050,Low
335,2050,Low
336,2050,Low
337,2050,Low
338,2050,Low
339,2050,Low
340,2050,Low
341,2050,Low
342,2050,Low
343,2050,Low
344,2050,Low
345,2050,Low
346,2050,Low
347,2050,Low
348,2050,Low
349,2050,Low
350,2050,Low
351,2050,Low
352,2050,Low
353,2050,Low
354,2050,Low
355,2050,Low
356,2050,Low
357,2050,Low
358,2050,Low
359,2050,Low
360,2050,Low
361,2050,Low
362,2050,Low
363,2050,Low
364,2050,Low
365,2050,Low
366,2050,Low
367,2050,Low
368,2050,Low
369,2050,Low
370,2050,Low
371,2050,Low
372,2050,Low
373,2050,Low
374,2050,Low
375,2050,Low
376,2050,Low
377,2050,Low
378,2050,Low
379,2050,Low
380,2050,Low
381,2050,Low
382,2050,Low
383,2050,Low
384,2050,Low
385,2050,Low
386,2050,Low
387,2050,Low
388,2050,Low
389,2050,Low
390,2050,Low
391,2050,Low
392,2050,Low
393,2050,Low
394,2050,Low
395,2050,Low
396,2050,Low
397,2050,Low
398,2050,Low
399,2050,Low
400,2050,Low
401,2050,Low
402,2050,Low
403,2050,Low
404,2050,Low
405,2050,Low
406,2050,Low
407,2050,Low
408,2050,Low
409,2050,Low
410,2050,Low
411,2050,Low
412,2050,Low
413,2050,Low
414,2050,Low
415,2050,Low
416,2050,Low
417,2050,Low
418,2050,Low
419,2050,Low
420,2050,Low
421,2050,Low
422,2050,Low
423,2050,Low
424,2050,Low
425,2050,Low
426,2050,Low
427,2050,Low
428,2050,Low
429,2050,Low
430,2050,Low
431,2050,Low
432,2050,Low
433,2050,Low
434,2050,Low
435,2050,Low
436,2050,Low
437,2050,Low
438,2050,Low
439,2050,Low
440,2050,Low
441,2050,Low
442,2050,Low
443,2050,Low
444,2050,Low
445,2050,Low
446,2050,Low
447,2050,Low
448,2050,High
449,2050,Low
450,2050,High
451,2050,High
452,2050,High
453,2050,High
454,2050,Low
455,2050,Low
456,2050,Low
457,2050,Low
458,2050,Low
459,2050,Low
