Geo,Year,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4
409,2020,0.38,0.21,0.22,0.19
410,2020,0.36,0.26,0.27,0.11
411,2020,0.29,0.38,0.19,0.14
412,2020,0.44,0.37,0.16,0.03
413,2020,0.19,0.39,0.27,0.15
414,2020,0.13,0.28,0.32,0.27
415,2020,0.38,0.39,0.15,0.08
416,2020,0.28,0.29,0.28,0.15
417,2020,0.63,0.35,0.02,0
418,2020,0.39,0.25,0.25,0.11
419,2020,0.3,0.31,0.21,0.18
420,2020,0.18,0.4,0.32,0.1
421,2020,0.35,0.22,0.24,0.19
422,2020,0.25,0.25,0.31,0.19
423,2020,0.23,0.24,0.26,0.26
424,2020,0.22,0.29,0.25,0.24
425,2020,0.42,0.38,0.14,0.06
426,2020,0.6,0.18,0.18,0.04
427,2020,0.3,0.38,0.22,0.1
428,2020,0.41,0.41,0.16,0.03
429,2020,0.29,0.16,0.3,0.25
430,2020,0.35,0.32,0.18,0.15
431,2020,0.18,0.27,0.34,0.21
432,2020,0.25,0.38,0.21,0.16
433,2020,0.53,0.19,0.13,0.15
434,2020,0.1,0.24,0.34,0.32
435,2020,0.18,0.49,0.24,0.09
436,2020,0.15,0.17,0.38,0.3
437,2020,0.11,0.27,0.3,0.32
438,2020,0.14,0.29,0.36,0.21
439,2020,0.34,0.3,0.31,0.05
440,2020,0.36,0.26,0.32,0.06
441,2020,0.29,0.17,0.29,0.25
442,2020,0.17,0.23,0.41,0.19
443,2020,0.21,0.34,0.23,0.22
444,2020,0.33,0.35,0.17,0.15
445,2020,0.6,0.23,0.13,0.04
446,2020,0.53,0.36,0.09,0.02
447,2020,0.45,0.27,0.22,0.06
448,2020,0.37,0.34,0.24,0.05
449,2020,0.2,0.37,0.25,0.18
450,2020,0.34,0.28,0.3,0.08
451,2020,0.37,0.26,0.27,0.1
452,2020,0.31,0.24,0.28,0.17
453,2020,0.42,0.3,0.18,0.1
454,2020,0.46,0.24,0.14,0.16
455,2020,0.57,0.32,0.09,0.02
456,2020,0.23,0.19,0.23,0.35
457,2020,0.32,0.26,0.2,0.22
458,2020,0.39,0.28,0.2,0.13
459,2020,0.28,0.23,0.21,0.28
1,2025,0.16,0.24,0.3,0.3
2,2025,0.24,0.21,0.28,0.28
3,2025,0.17,0.2,0.38,0.25
4,2025,0.12,0.16,0.2,0.52
5,2025,0.15,0.2,0.4,0.25
6,2025,0.2,0.34,0.35,0.11
7,2025,0.3,0.42,0.21,0.07
8,2025,0.34,0.35,0.24,0.07
9,2025,0.48,0.25,0.22,0.05
10,2025,0.44,0.35,0.16,0.05
11,2025,0.33,0.26,0.22,0.19
12,2025,0.34,0.31,0.29,0.06
13,2025,0.25,0.26,0.29,0.2
14,2025,0.37,0.28,0.23,0.12
15,2025,0.3,0.24,0.26,0.2
16,2025,0.44,0.23,0.23,0.1
17,2025,0.32,0.21,0.25,0.22
18,2025,0.34,0.35,0.2,0.11
19,2025,0.31,0.17,0.18,0.34
20,2025,0.34,0.27,0.23,0.16
21,2025,0.14,0.16,0.19,0.51
22,2025,0.18,0.32,0.25,0.25
23,2025,0.08,0.32,0.25,0.35
24,2025,0.24,0.24,0.27,0.25
25,2025,0.17,0.21,0.33,0.29
26,2025,0.22,0.27,0.2,0.31
27,2025,0.34,0.34,0.28,0.04
28,2025,0.25,0.38,0.3,0.07
29,2025,0.35,0.35,0.22,0.08
30,2025,0.36,0.25,0.2,0.19
31,2025,0.25,0.19,0.28,0.28
32,2025,0.09,0.14,0.22,0.55
33,2025,0.36,0.27,0.21,0.16
34,2025,0.33,0.18,0.24,0.25
35,2025,0.26,0.18,0.2,0.36
36,2025,0.44,0.2,0.22,0.14
37,2025,0.06,0.14,0.27,0.53
38,2025,0.26,0.19,0.22,0.33
39,2025,0.05,0.12,0.21,0.62
40,2025,0.09,0.17,0.38,0.36
41,2025,0.16,0.16,0.23,0.45
42,2025,0.09,0.15,0.24,0.52
43,2025,0.2,0.21,0.3,0.3
44,2025,0.14,0.25,0.24,0.37
45,2025,0.11,0.35,0.31,0.23
46,2025,0.22,0.36,0.27,0.15
47,2025,0.27,0.27,0.26,0.2
48,2025,0.47,0.24,0.13,0.16
49,2025,0.16,0.18,0.25,0.41
50,2025,0.13,0.18,0.3,0.39
51,2025,0.17,0.22,0.28,0.33
52,2025,0.47,0.29,0.18,0.06
53,2025,0.33,0.28,0.21,0.18
54,2025,0.58,0.24,0.12,0.06
55,2025,0.36,0.33,0.18,0.13
56,2025,0.29,0.26,0.26,0.19
57,2025,0.13,0.22,0.28,0.37
58,2025,0.31,0.31,0.25,0.13
59,2025,0.25,0.31,0.24,0.2
60,2025,0.26,0.21,0.23,0.3
61,2025,0.36,0.29,0.21,0.14
62,2025,0.22,0.28,0.24,0.26
63,2025,0.34,0.29,0.2,0.17
64,2025,0.41,0.28,0.21,0.1
65,2025,0.21,0.22,0.27,0.3
66,2025,0.29,0.38,0.23,0.1
67,2025,0.12,0.36,0.28,0.24
68,2025,0.56,0.18,0.16,0.1
69,2025,0.23,0.22,0.35,0.2
70,2025,0.48,0.25,0.17,0.1
71,2025,0.33,0.35,0.21,0.11
72,2025,0.34,0.16,0.31,0.19
73,2025,0.24,0.1,0.3,0.36
74,2025,0.2,0.11,0.12,0.57
75,2025,0.03,0.05,0.23,0.69
76,2025,0.15,0.09,0.1,0.66
77,2025,0.33,0.09,0.16,0.42
78,2025,0.51,0,0.24,0.25
79,2025,0.39,0.11,0.26,0.24
80,2025,0.02,0.11,0.48,0.39
81,2025,0.2,0.2,0.12,0.48
82,2025,0.18,0.33,0.34,0.15
83,2025,0.2,0.1,0.26,0.44
84,2025,0.27,0.17,0.27,0.29
85,2025,0.23,0.22,0.22,0.33
86,2025,0.05,0.11,0.24,0.6
87,2025,0.13,0.17,0.28,0.42
88,2025,0.14,0.1,0.17,0.59
89,2025,0.19,0.11,0.22,0.48
90,2025,0.2,0.22,0.15,0.43
91,2025,0.14,0.21,0.29,0.36
92,2025,0.08,0.19,0.16,0.57
93,2025,0.08,0.09,0.32,0.51
94,2025,0.11,0.21,0.35,0.33
95,2025,0.19,0.22,0.25,0.34
96,2025,0.15,0.17,0.27,0.41
97,2025,0.28,0.23,0.23,0.26
98,2025,0.1,0.19,0.23,0.48
99,2025,0.25,0.2,0.27,0.28
100,2025,0.15,0.19,0.31,0.35
101,2025,0.21,0.27,0.19,0.33
102,2025,0.15,0.11,0.11,0.63
103,2025,0.17,0.08,0.16,0.59
104,2025,0.08,0.1,0.18,0.64
105,2025,0.05,0.08,0.17,0.7
106,2025,0.09,0.21,0.33,0.37
107,2025,0.3,0.32,0.21,0.17
108,2025,0.29,0.18,0.34,0.19
109,2025,0.69,0.07,0.24,0
110,2025,0.49,0.24,0.15,0.12
111,2025,0.38,0.22,0.26,0.14
112,2025,0.57,0.23,0.12,0.08
113,2025,0.41,0.36,0.19,0.04
114,2025,0.33,0.25,0.23,0.19
115,2025,0.41,0.29,0.21,0.09
116,2025,0.26,0.43,0.18,0.13
117,2025,0.31,0.24,0.31,0.15
118,2025,0.35,0.29,0.24,0.12
119,2025,0.42,0.27,0.18,0.13
120,2025,0.36,0.37,0.19,0.08
121,2025,0.65,0.21,0.11,0.03
122,2025,0.43,0.35,0.18,0.04
123,2025,0.59,0.2,0.17,0.04
124,2025,0.36,0.39,0.19,0.06
125,2025,0.38,0.38,0.22,0.02
126,2025,0.4,0.3,0.24,0.06
127,2025,0.36,0.38,0.17,0.09
128,2025,0.24,0.24,0.31,0.21
129,2025,0.29,0.31,0.33,0.07
130,2025,0.51,0.37,0.1,0.02
131,2025,0.44,0.25,0.16,0.15
132,2025,0.36,0.33,0.18,0.13
133,2025,0.41,0.36,0.11,0.12
134,2025,0.43,0.28,0.23,0.06
135,2025,0.46,0.34,0.16,0.04
136,2025,0.38,0.25,0.26,0.11
137,2025,0.26,0.29,0.28,0.17
138,2025,0.37,0.23,0.23,0.17
139,2025,0.37,0.21,0.2,0.22
140,2025,0.32,0.42,0.2,0.06
141,2025,0.49,0.28,0.16,0.07
142,2025,0.45,0.22,0.24,0.09
143,2025,0.52,0.34,0.09,0.05
144,2025,0.51,0.24,0.14,0.11
145,2025,0.37,0.35,0.2,0.08
146,2025,0.65,0.2,0.13,0.02
147,2025,0.5,0.21,0.22,0.07
148,2025,0.45,0.31,0.15,0.09
149,2025,0.09,0.29,0.29,0.33
150,2025,0.18,0.39,0.25,0.18
151,2025,0.16,0.35,0.3,0.19
152,2025,0.21,0.2,0.32,0.27
153,2025,0.28,0.28,0.24,0.2
154,2025,0.52,0.26,0.15,0.07
155,2025,0.22,0.27,0.33,0.18
156,2025,0.32,0.39,0.23,0.06
157,2025,0.2,0.39,0.28,0.13
158,2025,0.27,0.26,0.26,0.21
159,2025,0.48,0.35,0.12,0.05
160,2025,0.25,0.25,0.29,0.21
161,2025,0.23,0.31,0.29,0.17
162,2025,0.12,0.24,0.33,0.31
163,2025,0.3,0.3,0.16,0.23
164,2025,0.14,0.31,0.33,0.22
165,2025,0.42,0.29,0.17,0.12
166,2025,0.25,0.2,0.34,0.21
167,2025,0.5,0.17,0.23,0.1
168,2025,0.35,0.42,0.15,0.08
169,2025,0.16,0.33,0.28,0.23
170,2025,0.51,0.07,0.07,0.35
171,2025,0.25,0.25,0.25,0.25
172,2025,0.12,0.09,0.25,0.54
173,2025,0.18,0.2,0.19,0.43
174,2025,0.11,0.25,0.25,0.39
175,2025,0.18,0.18,0.21,0.43
176,2025,0.11,0.18,0.21,0.5
177,2025,0.17,0.25,0.22,0.36
178,2025,0.09,0.08,0.18,0.65
179,2025,0.04,0.13,0.31,0.52
180,2025,0.14,0.14,0.21,0.51
181,2025,0.12,0.1,0.18,0.6
182,2025,0.1,0.12,0.26,0.52
183,2025,0.16,0.26,0.16,0.42
184,2025,0.11,0.2,0.23,0.46
185,2025,0.13,0.17,0.26,0.44
186,2025,0.35,0.26,0.23,0.16
187,2025,0.34,0.31,0.26,0.09
188,2025,0.32,0.26,0.32,0.09
189,2025,0.31,0.31,0.27,0.11
190,2025,0.5,0.21,0.13,0.16
191,2025,0.18,0.32,0.28,0.22
192,2025,0.19,0.25,0.34,0.22
193,2025,0.15,0.22,0.34,0.29
194,2025,0.33,0.37,0.2,0.1
195,2025,0.31,0.31,0.27,0.11
196,2025,0.26,0.34,0.25,0.15
197,2025,0.15,0.25,0.33,0.27
198,2025,0.43,0.23,0.23,0.11
199,2025,0.37,0.35,0.19,0.09
200,2025,0.24,0.24,0.33,0.19
201,2025,0.26,0.23,0.35,0.16
202,2025,0.12,0.38,0.28,0.22
203,2025,0.1,0.26,0.32,0.32
204,2025,0.4,0.18,0.28,0.14
205,2025,0.73,0.13,0.07,0.07
206,2025,0.64,0.22,0.1,0.04
207,2025,0.07,0.18,0.39,0.36
208,2025,0.15,0.32,0.21,0.32
209,2025,0.07,0.18,0.27,0.48
210,2025,0.11,0.19,0.28,0.42
211,2025,0.23,0.18,0.34,0.25
212,2025,0.2,0.26,0.3,0.24
213,2025,0.27,0.39,0.24,0.1
214,2025,0.33,0.29,0.26,0.12
215,2025,0.11,0.27,0.37,0.25
216,2025,0.31,0.24,0.27,0.18
217,2025,0.21,0.42,0.2,0.17
218,2025,0.18,0.25,0.3,0.27
219,2025,0.11,0.11,0.25,0.53
220,2025,0.17,0.22,0.18,0.43
221,2025,0.2,0.16,0.29,0.35
222,2025,0.2,0.38,0.22,0.2
223,2025,0.17,0.2,0.25,0.38
224,2025,0.27,0.23,0.19,0.31
225,2025,0.28,0.3,0.3,0.12
226,2025,0.12,0.22,0.37,0.29
227,2025,0.26,0.31,0.31,0.12
228,2025,0.36,0.29,0.22,0.13
229,2025,0.16,0.2,0.38,0.26
230,2025,0.25,0.29,0.21,0.25
231,2025,0.12,0.24,0.31,0.33
232,2025,0.11,0.26,0.32,0.31
233,2025,0.09,0.21,0.35,0.35
234,2025,0.13,0.22,0.37,0.28
235,2025,0.29,0.27,0.24,0.2
236,2025,0.22,0.37,0.31,0.1
237,2025,0.29,0.29,0.24,0.17
238,2025,0.21,0.25,0.32,0.22
239,2025,0.14,0.25,0.3,0.3
240,2025,0.22,0.23,0.27,0.27
241,2025,0.24,0.3,0.26,0.2
242,2025,0.25,0.3,0.35,0.1
243,2025,0.43,0.29,0.21,0.07
244,2025,0.22,0.37,0.28,0.13
245,2025,0.27,0.29,0.22,0.22
246,2025,0.29,0.36,0.23,0.12
247,2025,0.19,0.24,0.38,0.19
248,2025,0.2,0.31,0.27,0.22
249,2025,0.24,0.28,0.15,0.33
250,2025,0.27,0.24,0.24,0.25
251,2025,0.04,0.84,0.12,0
252,2025,0.16,0.22,0.28,0.34
253,2025,0.05,0.14,0.27,0.54
254,2025,0.16,0.21,0.24,0.39
255,2025,0.11,0.19,0.23,0.47
256,2025,0.3,0.27,0.16,0.27
257,2025,0.29,0.15,0.16,0.4
258,2025,0.32,0.22,0.18,0.28
259,2025,0.23,0.19,0.25,0.33
260,2025,0.1,0.17,0.39,0.34
261,2025,0.6,0.19,0.13,0.08
262,2025,0.26,0.23,0.28,0.23
263,2025,0.26,0.29,0.24,0.21
264,2025,0.16,0.22,0.3,0.32
265,2025,0.27,0.13,0.31,0.29
266,2025,0.37,0.37,0.17,0.09
267,2025,0.17,0.26,0.26,0.31
268,2025,0.24,0.2,0.3,0.26
269,2025,0.42,0.26,0.14,0.18
270,2025,0.47,0.21,0.23,0.09
271,2025,0.31,0.36,0.21,0.12
272,2025,0.49,0.3,0.16,0.05
273,2025,0.45,0.26,0.17,0.12
274,2025,0.52,0.17,0.22,0.09
275,2025,0.25,0.3,0.3,0.16
276,2025,0.26,0.25,0.28,0.21
277,2025,0.22,0.16,0.24,0.38
278,2025,0.22,0.22,0.29,0.27
279,2025,0.15,0.12,0.27,0.46
280,2025,0.08,0.08,0.19,0.65
281,2025,0.22,0.19,0.23,0.36
282,2025,0.11,0.14,0.31,0.44
283,2025,0.12,0.18,0.27,0.43
284,2025,0.05,0.11,0.27,0.57
285,2025,0.13,0.11,0.22,0.54
286,2025,0.26,0.4,0.22,0.12
287,2025,0.37,0.25,0.2,0.18
288,2025,0.26,0.29,0.27,0.18
289,2025,0.2,0.16,0.28,0.36
290,2025,0.29,0.29,0.23,0.18
291,2025,0.43,0.22,0.22,0.13
292,2025,0.23,0.34,0.3,0.13
293,2025,0.22,0.37,0.24,0.17
294,2025,0.25,0.29,0.23,0.23
295,2025,0.24,0.23,0.3,0.23
296,2025,0.33,0.3,0.22,0.15
297,2025,0.16,0.31,0.36,0.17
298,2025,0.41,0.32,0.17,0.1
299,2025,0.46,0.31,0.18,0.05
300,2025,0.28,0.19,0.16,0.37
301,2025,0.1,0.17,0.36,0.37
302,2025,0.12,0.22,0.31,0.35
303,2025,0.23,0.16,0.31,0.31
304,2025,0.23,0.32,0.24,0.21
305,2025,0.11,0.21,0.2,0.48
306,2025,0.16,0.14,0.31,0.39
307,2025,0.23,0.12,0.25,0.4
308,2025,0.15,0.23,0.3,0.32
309,2025,0.31,0.25,0.22,0.22
310,2025,0.17,0.18,0.22,0.43
311,2025,0.09,0.16,0.34,0.41
312,2025,0.15,0.27,0.13,0.45
313,2025,0.19,0.24,0.19,0.38
314,2025,0.09,0.25,0.39,0.27
315,2025,0.3,0.19,0.24,0.27
316,2025,0.45,0.38,0.12,0.05
317,2025,0.21,0.27,0.34,0.18
318,2025,0.51,0.26,0.18,0.05
319,2025,0.1,0.22,0.3,0.38
320,2025,0.12,0.26,0.3,0.32
321,2025,0.16,0.25,0.38,0.21
322,2025,0.21,0.2,0.36,0.23
323,2025,0.04,0.03,0.16,0.77
324,2025,0.17,0.21,0.25,0.37
325,2025,0.13,0.21,0.28,0.38
326,2025,0.2,0.21,0.26,0.33
327,2025,0.23,0.23,0.34,0.2
328,2025,0.14,0.29,0.33,0.24
329,2025,0.11,0.35,0.35,0.18
330,2025,0.09,0.18,0.36,0.37
331,2025,0.55,0.2,0.17,0.08
332,2025,0.45,0.13,0.22,0.2
333,2025,0.72,0.1,0.13,0.05
334,2025,0.18,0.31,0.25,0.26
335,2025,0.15,0.25,0.39,0.21
336,2025,0.14,0.23,0.29,0.34
337,2025,0.27,0.26,0.27,0.2
338,2025,0.3,0.31,0.23,0.16
339,2025,0.05,0.25,0.28,0.42
340,2025,0.16,0.2,0.34,0.3
341,2025,0.21,0.19,0.23,0.37
342,2025,0.15,0.24,0.24,0.37
343,2025,0.22,0.17,0.25,0.36
344,2025,0.14,0.46,0.3,0.1
345,2025,0.31,0.34,0.2,0.15
346,2025,0.29,0.36,0.25,0.1
347,2025,0.13,0.35,0.21,0.31
348,2025,0.4,0.38,0.16,0.06
349,2025,0.4,0.33,0.17,0.1
350,2025,0.51,0.26,0.09,0.14
351,2025,0.31,0.24,0.25,0.2
352,2025,0.15,0.21,0.3,0.34
353,2025,0.18,0.23,0.22,0.37
354,2025,0.12,0.32,0.27,0.29
355,2025,0.19,0.27,0.29,0.25
356,2025,0.17,0.33,0.32,0.18
357,2025,0.2,0.44,0.16,0.2
358,2025,0.22,0.19,0.36,0.23
359,2025,0.22,0.26,0.2,0.32
360,2025,0.13,0.27,0.3,0.3
361,2025,0.3,0.13,0.22,0.35
362,2025,0.16,0.18,0.37,0.29
363,2025,0.2,0.18,0.25,0.37
364,2025,0.39,0.28,0.19,0.14
365,2025,0.13,0.27,0.29,0.31
366,2025,0.08,0.25,0.31,0.36
367,2025,0.18,0.2,0.39,0.23
368,2025,0.14,0.19,0.3,0.37
369,2025,0.28,0.32,0.24,0.16
370,2025,0.18,0.36,0.26,0.2
371,2025,0.24,0.36,0.33,0.07
372,2025,0.16,0.16,0.32,0.36
373,2025,0.21,0.23,0.32,0.24
374,2025,0.12,0.27,0.26,0.35
375,2025,0.32,0.36,0.17,0.15
376,2025,0.2,0.24,0.29,0.27
377,2025,0.45,0.37,0.14,0.04
378,2025,0.08,0.19,0.4,0.33
379,2025,0.22,0.22,0.27,0.29
380,2025,0.12,0.24,0.31,0.33
381,2025,0.16,0.34,0.27,0.23
382,2025,0.18,0.26,0.26,0.3
383,2025,0.09,0.15,0.26,0.5
384,2025,0.02,0.18,0.32,0.48
385,2025,0.09,0.24,0.22,0.45
386,2025,0.27,0.25,0.32,0.16
387,2025,0.42,0.27,0.26,0.05
388,2025,0.27,0.36,0.2,0.17
389,2025,0.2,0.21,0.32,0.27
390,2025,0.16,0.34,0.21,0.29
391,2025,0.53,0.13,0.23,0.11
392,2025,0.17,0.32,0.34,0.17
393,2025,0.25,0.17,0.28,0.3
394,2025,0.14,0.22,0.29,0.35
395,2025,0.14,0.35,0.35,0.16
396,2025,0.42,0.27,0.23,0.08
397,2025,0.32,0.23,0.23,0.22
398,2025,0.18,0.35,0.26,0.21
399,2025,0.39,0.16,0.25,0.2
400,2025,0.09,0.24,0.33,0.34
401,2025,0.09,0.09,0.27,0.55
402,2025,0.11,0.28,0.26,0.35
403,2025,0.22,0.24,0.27,0.27
404,2025,0.12,0.23,0.38,0.27
405,2025,0.23,0.24,0.3,0.23
406,2025,0.56,0.24,0.14,0.06
407,2025,0.28,0.41,0.19,0.12
408,2025,0.17,0.25,0.26,0.32
409,2025,0.38,0.21,0.22,0.19
410,2025,0.36,0.26,0.27,0.11
411,2025,0.29,0.38,0.19,0.14
412,2025,0.44,0.37,0.16,0.03
413,2025,0.19,0.39,0.27,0.15
414,2025,0.13,0.28,0.32,0.27
415,2025,0.38,0.39,0.15,0.08
416,2025,0.28,0.29,0.28,0.15
417,2025,0.63,0.35,0.02,0
418,2025,0.39,0.25,0.25,0.11
419,2025,0.3,0.31,0.21,0.18
420,2025,0.18,0.4,0.32,0.1
421,2025,0.35,0.22,0.24,0.19
422,2025,0.25,0.25,0.31,0.19
423,2025,0.23,0.24,0.26,0.26
424,2025,0.22,0.29,0.25,0.24
425,2025,0.42,0.38,0.14,0.06
426,2025,0.6,0.18,0.18,0.04
427,2025,0.3,0.38,0.22,0.1
428,2025,0.41,0.41,0.16,0.03
429,2025,0.29,0.16,0.3,0.25
430,2025,0.35,0.32,0.18,0.15
431,2025,0.18,0.27,0.34,0.21
432,2025,0.25,0.38,0.21,0.16
433,2025,0.53,0.19,0.13,0.15
434,2025,0.1,0.24,0.34,0.32
435,2025,0.18,0.49,0.24,0.09
436,2025,0.15,0.17,0.38,0.3
437,2025,0.11,0.27,0.3,0.32
438,2025,0.14,0.29,0.36,0.21
439,2025,0.34,0.3,0.31,0.05
440,2025,0.36,0.26,0.32,0.06
441,2025,0.29,0.17,0.29,0.25
442,2025,0.17,0.23,0.41,0.19
443,2025,0.21,0.34,0.23,0.22
444,2025,0.33,0.35,0.17,0.15
445,2025,0.6,0.23,0.13,0.04
446,2025,0.53,0.36,0.09,0.02
447,2025,0.45,0.27,0.22,0.06
448,2025,0.37,0.34,0.24,0.05
449,2025,0.2,0.37,0.25,0.18
450,2025,0.34,0.28,0.3,0.08
451,2025,0.37,0.26,0.27,0.1
452,2025,0.31,0.24,0.28,0.17
453,2025,0.42,0.3,0.18,0.1
454,2025,0.46,0.24,0.14,0.16
455,2025,0.57,0.32,0.09,0.02
456,2025,0.23,0.19,0.23,0.35
457,2025,0.32,0.26,0.2,0.22
458,2025,0.39,0.28,0.2,0.13
459,2025,0.28,0.23,0.21,0.28
1,2030,0.16,0.24,0.3,0.3
2,2030,0.24,0.21,0.28,0.28
3,2030,0.17,0.2,0.38,0.25
4,2030,0.12,0.16,0.2,0.52
5,2030,0.15,0.2,0.4,0.25
6,2030,0.2,0.34,0.35,0.11
7,2030,0.3,0.42,0.21,0.07
8,2030,0.34,0.35,0.24,0.07
9,2030,0.48,0.25,0.22,0.05
10,2030,0.44,0.35,0.16,0.05
11,2030,0.33,0.26,0.22,0.19
12,2030,0.34,0.31,0.29,0.06
13,2030,0.25,0.26,0.29,0.2
14,2030,0.37,0.28,0.23,0.12
15,2030,0.3,0.24,0.26,0.2
16,2030,0.44,0.23,0.23,0.1
17,2030,0.32,0.21,0.25,0.22
18,2030,0.34,0.35,0.2,0.11
19,2030,0.31,0.17,0.18,0.34
20,2030,0.34,0.27,0.23,0.16
21,2030,0.14,0.16,0.19,0.51
22,2030,0.18,0.32,0.25,0.25
23,2030,0.08,0.32,0.25,0.35
24,2030,0.24,0.24,0.27,0.25
25,2030,0.17,0.21,0.33,0.29
26,2030,0.22,0.27,0.2,0.31
27,2030,0.34,0.34,0.28,0.04
28,2030,0.25,0.38,0.3,0.07
29,2030,0.35,0.35,0.22,0.08
30,2030,0.36,0.25,0.2,0.19
31,2030,0.25,0.19,0.28,0.28
32,2030,0.09,0.14,0.22,0.55
33,2030,0.36,0.27,0.21,0.16
34,2030,0.33,0.18,0.24,0.25
35,2030,0.26,0.18,0.2,0.36
36,2030,0.44,0.2,0.22,0.14
37,2030,0.06,0.14,0.27,0.53
38,2030,0.26,0.19,0.22,0.33
39,2030,0.05,0.12,0.21,0.62
40,2030,0.09,0.17,0.38,0.36
41,2030,0.16,0.16,0.23,0.45
42,2030,0.09,0.15,0.24,0.52
43,2030,0.2,0.21,0.3,0.3
44,2030,0.14,0.25,0.24,0.37
45,2030,0.11,0.35,0.31,0.23
46,2030,0.22,0.36,0.27,0.15
47,2030,0.27,0.27,0.26,0.2
48,2030,0.47,0.24,0.13,0.16
49,2030,0.16,0.18,0.25,0.41
50,2030,0.13,0.18,0.3,0.39
51,2030,0.17,0.22,0.28,0.33
52,2030,0.47,0.29,0.18,0.06
53,2030,0.33,0.28,0.21,0.18
54,2030,0.58,0.24,0.12,0.06
55,2030,0.36,0.33,0.18,0.13
56,2030,0.29,0.26,0.26,0.19
57,2030,0.13,0.22,0.28,0.37
58,2030,0.31,0.31,0.25,0.13
59,2030,0.25,0.31,0.24,0.2
60,2030,0.26,0.21,0.23,0.3
61,2030,0.36,0.29,0.21,0.14
62,2030,0.22,0.28,0.24,0.26
63,2030,0.34,0.29,0.2,0.17
64,2030,0.41,0.28,0.21,0.1
65,2030,0.21,0.22,0.27,0.3
66,2030,0.29,0.38,0.23,0.1
67,2030,0.12,0.36,0.28,0.24
68,2030,0.56,0.18,0.16,0.1
69,2030,0.23,0.22,0.35,0.2
70,2030,0.48,0.25,0.17,0.1
71,2030,0.33,0.35,0.21,0.11
72,2030,0.34,0.16,0.31,0.19
73,2030,0.24,0.1,0.3,0.36
74,2030,0.2,0.11,0.12,0.57
75,2030,0.03,0.05,0.23,0.69
76,2030,0.15,0.09,0.1,0.66
77,2030,0.33,0.09,0.16,0.42
78,2030,0.51,0,0.24,0.25
79,2030,0.39,0.11,0.26,0.24
80,2030,0.02,0.11,0.48,0.39
81,2030,0.2,0.2,0.12,0.48
82,2030,0.18,0.33,0.34,0.15
83,2030,0.2,0.1,0.26,0.44
84,2030,0.27,0.17,0.27,0.29
85,2030,0.23,0.22,0.22,0.33
86,2030,0.05,0.11,0.24,0.6
87,2030,0.13,0.17,0.28,0.42
88,2030,0.14,0.1,0.17,0.59
89,2030,0.19,0.11,0.22,0.48
90,2030,0.2,0.22,0.15,0.43
91,2030,0.14,0.21,0.29,0.36
92,2030,0.08,0.19,0.16,0.57
93,2030,0.08,0.09,0.32,0.51
94,2030,0.11,0.21,0.35,0.33
95,2030,0.19,0.22,0.25,0.34
96,2030,0.15,0.17,0.27,0.41
97,2030,0.28,0.23,0.23,0.26
98,2030,0.1,0.19,0.23,0.48
99,2030,0.25,0.2,0.27,0.28
100,2030,0.15,0.19,0.31,0.35
101,2030,0.21,0.27,0.19,0.33
102,2030,0.15,0.11,0.11,0.63
103,2030,0.17,0.08,0.16,0.59
104,2030,0.08,0.1,0.18,0.64
105,2030,0.05,0.08,0.17,0.7
106,2030,0.09,0.21,0.33,0.37
107,2030,0.3,0.32,0.21,0.17
108,2030,0.29,0.18,0.34,0.19
109,2030,0.69,0.07,0.24,0
110,2030,0.49,0.24,0.15,0.12
111,2030,0.38,0.22,0.26,0.14
112,2030,0.57,0.23,0.12,0.08
113,2030,0.41,0.36,0.19,0.04
114,2030,0.33,0.25,0.23,0.19
115,2030,0.41,0.29,0.21,0.09
116,2030,0.26,0.43,0.18,0.13
117,2030,0.31,0.24,0.31,0.15
118,2030,0.35,0.29,0.24,0.12
119,2030,0.42,0.27,0.18,0.13
120,2030,0.36,0.37,0.19,0.08
121,2030,0.65,0.21,0.11,0.03
122,2030,0.43,0.35,0.18,0.04
123,2030,0.59,0.2,0.17,0.04
124,2030,0.36,0.39,0.19,0.06
125,2030,0.38,0.38,0.22,0.02
126,2030,0.4,0.3,0.24,0.06
127,2030,0.36,0.38,0.17,0.09
128,2030,0.24,0.24,0.31,0.21
129,2030,0.29,0.31,0.33,0.07
130,2030,0.51,0.37,0.1,0.02
131,2030,0.44,0.25,0.16,0.15
132,2030,0.36,0.33,0.18,0.13
133,2030,0.41,0.36,0.11,0.12
134,2030,0.43,0.28,0.23,0.06
135,2030,0.46,0.34,0.16,0.04
136,2030,0.38,0.25,0.26,0.11
137,2030,0.26,0.29,0.28,0.17
138,2030,0.37,0.23,0.23,0.17
139,2030,0.37,0.21,0.2,0.22
140,2030,0.32,0.42,0.2,0.06
141,2030,0.49,0.28,0.16,0.07
142,2030,0.45,0.22,0.24,0.09
143,2030,0.52,0.34,0.09,0.05
144,2030,0.51,0.24,0.14,0.11
145,2030,0.37,0.35,0.2,0.08
146,2030,0.65,0.2,0.13,0.02
147,2030,0.5,0.21,0.22,0.07
148,2030,0.45,0.31,0.15,0.09
149,2030,0.09,0.29,0.29,0.33
150,2030,0.18,0.39,0.25,0.18
151,2030,0.16,0.35,0.3,0.19
152,2030,0.21,0.2,0.32,0.27
153,2030,0.28,0.28,0.24,0.2
154,2030,0.52,0.26,0.15,0.07
155,2030,0.22,0.27,0.33,0.18
